idea_id,title,tagline,description,problem_statement,domain,category,required_skills,team_size,complexity_level,estimated_timeline,what_you_need,technologies,original_stars,original_forks,source,repository_url
354,tensorflow,An Open Source Machine Learning Framework for Everyone,"An Open Source Machine Learning Framework for Everyone

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Machine Learning problems.,Machine Learning,ml_core,"[""Jupyter Notebook"", ""HTML"", ""Perl"", ""Vim Snippet"", ""Smarty"", ""Cython"", ""PyTorch"", ""Backend""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Jupyter Notebook, HTML, Perl. Open to learning together!","[""deep-learning"", ""deep-neural-networks"", ""distributed"", ""machine-learning"", ""ml"", ""neural-network""]",191888,74892,github_transformed,https://github.com/tensorflow/tensorflow
355,transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ","🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. 

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Machine Learning applications.,Machine Learning,ml_core,"[""Transformers"", ""Dockerfile"", ""NLP"", ""Backend"", ""Deep Learning"", ""scikit-learn"", ""C++"", ""Text Processing""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Transformers, Dockerfile, NLP. Open to learning together!","[""audio"", ""deep-learning"", ""deepseek"", ""gemma"", ""glm"", ""hacktoberfest""]",150569,30614,github_transformed,https://github.com/huggingface/transformers
356,pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,"Tensors and Dynamic neural networks in Python with strong GPU acceleration

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Machine Learning tools are either too complex or too limited for student projects.,Machine Learning,ml_core,"[""Jupyter Notebook"", ""HTML"", ""Smarty"", ""PyTorch"", ""Backend"", ""HIP"", ""Neural Networks"", ""ML Algorithms""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Jupyter Notebook, HTML, Smarty. Open to learning together!","[""autograd"", ""deep-learning"", ""gpu"", ""machine-learning"", ""neural-network"", ""numpy""]",93667,25466,github_transformed,https://github.com/pytorch/pytorch
357,ML-For-Beginners,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all","12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Machine Learning applications requires expertise that's not easily accessible to students.,Machine Learning,ml_core,"[""Jupyter Notebook"", ""HTML"", ""Pandas"", ""Dockerfile"", ""JavaScript"", ""scikit-learn"", ""Vue"", ""CSS""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Jupyter Notebook, HTML, Pandas. Open to learning together!","[""data-science"", ""education"", ""machine-learning"", ""machine-learning-algorithms"", ""machinelearning"", ""machinelearning-python""]",77809,17739,github_transformed,https://github.com/microsoft/ML-For-Beginners
358,netdata,"The fastest path to AI-powered full stack observability, even for lean teams.","The fastest path to AI-powered full stack observability, even for lean teams.

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Building Machine Learning applications requires expertise that's not easily accessible to students.,Machine Learning,ml_core,"[""Jupyter Notebook"", ""HTML"", ""Rich Text Format"", ""ML Algorithms"", ""Rust"", ""PowerShell"", ""CMake"", ""Cloud""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Jupyter Notebook, HTML, Rich Text Format. Open to learning together!","[""ai"", ""alerting"", ""cncf"", ""data-visualization"", ""database"", ""devops""]",76282,6187,github_transformed,https://github.com/netdata/netdata
359,d2l-zh,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,"《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Machine Learning problems.,Machine Learning,ml_core,"[""TeX"", ""HTML"", ""Backend"", ""scikit-learn"", ""PyTorch"", ""Shell"", ""Image Processing"", ""ML Algorithms""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: TeX, HTML, Backend. Open to learning together!","[""book"", ""chinese"", ""computer-vision"", ""deep-learning"", ""machine-learning"", ""natural-language-processing""]",72785,11905,github_transformed,https://github.com/d2l-ai/d2l-zh
360,tesseract,Tesseract Open Source OCR Engine (main repository),"Tesseract Open Source OCR Engine (main repository)

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Machine Learning tools are either too complex or too limited for student projects.,Machine Learning,ml_core,"[""M4"", ""scikit-learn"", ""C++"", ""C"", ""Makefile"", ""Shell"", ""Java"", ""CMake""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: M4, scikit-learn, C++. Open to learning together!","[""hacktoberfest"", ""lstm"", ""machine-learning"", ""ocr"", ""ocr-engine"", ""tesseract""]",70038,10254,github_transformed,https://github.com/tesseract-ocr/tesseract
361,scikit-learn,scikit-learn: machine learning in Python,"scikit-learn: machine learning in Python

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",There's a gap in accessible solutions for Machine Learning problems.,Machine Learning,ml_core,"[""Pandas"", ""JavaScript"", ""scikit-learn"", ""Cython"", ""C++"", ""C"", ""Makefile"", ""Shell""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Pandas, JavaScript, scikit-learn. Open to learning together!","[""data-analysis"", ""data-science"", ""machine-learning"", ""python"", ""statistics""]",63538,26278,github_transformed,https://github.com/scikit-learn/scikit-learn
362,keras,Deep Learning for humans,"Deep Learning for humans

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Machine Learning tools are either too complex or too limited for student projects.,Machine Learning,ml_core,"[""Pandas"", ""Backend"", ""Deep Learning"", ""scikit-learn"", ""TensorFlow"", ""PyTorch"", ""Shell"", ""ML Algorithms""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Pandas, Backend, Deep Learning. Open to learning together!","[""data-science"", ""deep-learning"", ""jax"", ""machine-learning"", ""neural-networks"", ""python""]",63452,19623,github_transformed,https://github.com/keras-team/keras
363,annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠","🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Students and developers need better tools for Machine Learning applications.,Machine Learning,ml_core,"[""Jupyter Notebook"", ""Deep Learning"", ""scikit-learn"", ""PyTorch"", ""Makefile"", ""Python"", ""Neural Networks"", ""ML Algorithms""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Jupyter Notebook, Deep Learning, scikit-learn. Open to learning together!","[""attention"", ""deep-learning"", ""deep-learning-tutorial"", ""gan"", ""literate-programming"", ""lora""]",63410,6409,github_transformed,https://github.com/labmlai/annotated_deep_learning_paper_implementations
364,yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,"YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite

This project explores Machine Learning and could be a great learning experience for students interested in building real-world applications. The implementation involves working with modern tools and frameworks, making it suitable for academic projects or hackathon submissions.",Current Machine Learning tools are either too complex or too limited for student projects.,Machine Learning,ml_core,"[""Dockerfile"", ""Deep Learning"", ""scikit-learn"", ""PyTorch"", ""Shell"", ""Python"", ""Neural Networks"", ""ML Algorithms""]",5,High,4-6 months,"Looking for 4 team member(s) with skills in: Dockerfile, Deep Learning, scikit-learn. Open to learning together!","[""coreml"", ""deep-learning"", ""ios"", ""machine-learning"", ""ml"", ""object-detection""]",55548,17214,github_transformed,https://github.com/ultralytics/yolov5
